id_transacao,id_cliente,valor_transacao,data_hora,canal,categoria,pais_origem,pais_destino,fraude
TX000077,CL6168,295.04,2025-05-25 01:40:44,app,transferência,BR,CN,0
TX000078,CL7572,15.39,2025-05-18 22:24:18,app,transferência,BR,NG,0
TX000079,CL5386,88.78,2025-04-30 16:54:29,app,PIX,BR,RU,0
TX000080,CL2084,24.63,2025-05-30 06:39:44,presencial,débito,BR,US,0
TX000081,CL4456,397.71,2025-05-19 20:47:32,web,crédito,AR,CN,0
TX000082,CL6155,195.26,2025-05-08 22:33:17,web,boleto,AR,BR,0
TX000083,CL4483,80.36,2025-05-06 04:37:49,web,transferência,BR,RU,0
TX000084,CL9179,13.13,2025-04-18 13:58:53,app,PIX,BR,US,0
TX000085,CL7482,74.5,2025-05-30 02:36:22,app,crédito,BR,AR,0
TX000086,CL8517,78.66,2025-06-13 17:01:42,web,débito,BR,RU,0
TX000087,CL3340,261.58,2025-04-17 20:17:51,web,crédito,BR,RU,0
TX000088,CL5339,202.98,2025-05-18 08:38:30,app,transferência,BR,BR,0
TX000089,CL3287,436.45,2025-04-18 02:37:11,web,boleto,BR,NG,1
TX000090,CL5040,127.81,2025-05-11 06:28:18,app,débito,BR,BR,0
TX000091,CL9830,25.47,2025-06-08 21:54:26,app,boleto,CN,NG,0
TX000092,CL5304,249.83,2025-06-05 15:06:55,app,saque,BR,AR,0
TX000093,CL8019,286.08,2025-05-07 06:02:09,app,crédito,BR,CN,0
TX000094,CL7543,164.78,2025-04-20 23:33:41,presencial,crédito,BR,CN,0
TX000095,CL6930,294.78,2025-05-19 00:23:51,presencial,PIX,BR,RU,0
TX000096,CL4593,136.16,2025-05-22 04:35:08,app,débito,AR,CN,0
TX000097,CL3266,147.94,2025-05-04 12:44:41,web,crédito,BR,US,1
TX000098,CL9348,111.56,2025-04-28 09:50:29,,transferência,BR,NG,0
TX000099,CL9085,5.15,2025-05-07 00:51:40,app,saque,BR,BR,0
TX000100,CL2489,22.83,2025-04-24 03:55:20,app,transferência,BR,US,0
TX000101,CL1771,6.39,2025-06-06 18:43:08,presencial,boleto,BR,US,0
TX000102,CL2796,202.35,2025-05-14 03:29:08,web,saque,BR,BR,0
TX000103,CL3504,75.48,2025-04-25 13:00:03,presencial,saque,BR,AR,0
TX000104,CL3621,142.09,2025-05-02 01:50:37,app,transferência,BR,CN,0
TX000105,CL7916,476.25,2025-04-20 16:37:07,web,crédito,BR,AR,0
TX000106,CL2040,57.35,2025-05-23 10:37:45,app,transferência,BR,AR,0
TX000107,CL7304,105.66,2025-05-29 03:56:57,app,débito,BR,CN,0
TX000108,CL7252,281.75,2025-04-28 12:16:32,web,boleto,BR,AR,0
TX000109,CL8668,51.96,2025-05-04 21:54:27,app,saque,BR,US,0
TX000110,CL9669,16.02,2025-04-18 18:12:42,app,débito,BR,RU,0
TX000111,CL5119,68.43,2025-05-24 10:26:05,app,crédito,BR,BR,0
TX000112,CL1188,35.16,2025-05-05 08:10:13,app,crédito,BR,RU,0
TX000113,CL2876,530.99,2025-04-27 13:08:15,web,transferência,BR,US,0
TX000114,CL9797,330.18,2025-05-14 02:52:11,app,PIX,BR,RU,0
TX000115,CL5371,200.7,2025-04-18 07:41:40,app,saque,BR,US,0
TX000116,CL6573,410.3,2025-06-10 16:30:31,app,saque,BR,NG,0
TX000117,CL2827,325.59,2025-05-10 20:34:20,app,PIX,RU,CN,0
TX000118,CL5808,41.3,2025-06-09 18:47:01,,crédito,BR,CN,0
TX000119,CL8123,446.16,2025-05-30 12:27:56,app,crédito,BR,RU,0
TX000120,CL3591,155.02,2025-04-28 00:58:33,web,saque,US,US,0
TX000121,CL8433,329.47,2025-04-29 22:24:34,app,boleto,RU,CN,0
TX000122,CL1053,452.85,2025-04-18 17:57:27,app,saque,BR,NG,0
TX000123,CL5315,76.55,2025-04-28 15:25:12,presencial,crédito,AR,RU,0
TX000124,CL9201,23.32,2025-05-28 10:32:20,web,crédito,NG,BR,0
TX000125,CL3927,51.74,2025-04-18 03:32:02,app,boleto,BR,AR,0
TX000126,CL9317,111.41,2025-05-04 02:57:40,presencial,débito,BR,CN,0
TX000127,CL2743,340.77,2025-05-31 22:31:59,app,débito,BR,US,0
TX000128,CL5889,394.27,2025-05-27 18:00:48,presencial,boleto,BR,CN,0
TX000129,CL9317,1.4,2025-06-15 11:59:46,web,boleto,BR,US,0
TX000130,CL4258,142.98,2025-04-18 00:11:20,web,débito,BR,RU,0
TX000131,CL3504,108.05,2025-05-16 13:46:14,presencial,débito,BR,RU,0
TX000132,CL7126,50.23,2025-04-27 00:15:59,,débito,BR,AR,0
TX000133,CL3646,25.54,2025-05-14 03:36:16,web,débito,US,CN,1
TX000134,CL9837,82.38,2025-05-07 10:59:51,app,saque,BR,AR,0
TX000135,CL9689,572.62,2025-05-30 16:46:56,app,saque,BR,US,0
TX000136,CL1009,78.08,2025-05-27 02:13:44,app,transferência,BR,NG,0
TX000137,CL6310,146.29,2025-05-17 12:20:14,app,boleto,BR,NG,0
TX000138,CL9005,242.82,2025-06-05 02:09:41,web,PIX,BR,BR,0
TX000139,CL1319,90.39,2025-04-26 11:52:48,web,transferência,BR,US,0
TX000140,CL2832,713.56,2025-05-23 00:16:43,web,PIX,BR,US,0
TX000141,CL6947,656.4,2025-05-23 04:28:14,app,PIX,CN,US,0
TX000142,CL6038,58.01,2025-06-09 04:42:28,app,crédito,BR,RU,0
TX000143,CL4923,137.53,2025-06-16 10:55:20,presencial,boleto,US,RU,0
TX000144,CL1949,71.59,2025-05-03 20:34:48,app,saque,BR,NG,0
TX000145,CL4946,67.05,2025-04-17 19:00:59,web,transferência,BR,NG,0
TX000146,CL2290,7.52,2025-06-03 18:17:32,web,boleto,BR,NG,0
TX000147,CL2403,188.1,2025-06-14 11:46:15,web,débito,RU,CN,0
TX000148,CL8962,139.7,2025-05-14 13:08:08,web,boleto,BR,CN,0
TX000149,CL2133,10.57,2025-05-10 13:29:08,,PIX,AR,NG,0
TX000150,CL9727,65.33,2025-05-04 15:54:51,app,saque,RU,AR,0
TX000151,CL3060,477.77,2025-06-15 12:47:46,presencial,débito,BR,CN,0
TX000152,CL3103,54.77,2025-04-28 04:31:31,app,boleto,BR,RU,0
TX000153,CL8787,31.31,2025-05-23 02:26:28,app,boleto,BR,CN,0
TX000154,CL3705,134.45,2025-04-18 13:46:39,app,saque,BR,CN,0
TX000155,CL5342,848.81,2025-06-13 13:31:01,web,PIX,BR,CN,0
TX000156,CL9645,55.43,2025-05-11 13:01:05,app,débito,BR,BR,1
TX000157,CL7932,223.03,2025-05-10 09:03:05,app,PIX,BR,CN,0
TX000158,CL4470,286.78,2025-04-23 13:46:48,app,saque,BR,AR,0
TX000159,CL9835,2713.5,2025-05-07 20:41:47,presencial,boleto,BR,BR,0
TX000160,CL4295,260.55,2025-05-11 08:24:58,presencial,transferência,BR,RU,0
TX000161,CL6107,91.7,2025-06-02 20:07:29,web,transferência,CN,RU,0
TX000162,CL7537,200.1,2025-05-31 01:46:59,web,crédito,BR,CN,0
TX000163,CL7118,200.77,2025-04-20 16:22:48,app,transferência,BR,US,0
TX000164,CL8177,153.48,2025-06-02 16:22:02,app,saque,BR,BR,0
TX000165,CL9479,18.93,2025-05-24 14:56:44,presencial,saque,US,RU,0
TX000166,CL8397,360.73,2025-05-20 15:43:39,app,saque,CN,CN,0
TX000167,CL2982,77.36,2025-05-08 07:54:54,app,débito,BR,AR,0
TX000168,CL5061,41.29,2025-05-14 14:34:56,app,crédito,BR,NG,0
TX000169,CL4681,8.33,2025-05-21 09:50:36,app,débito,BR,RU,0
TX000170,CL2049,178.76,2025-05-25 04:13:56,app,transferência,BR,CN,0
TX000171,CL6539,226.37,2025-04-18 13:47:19,web,transferência,BR,US,0
TX000172,CL1344,3.35,2025-06-08 17:29:41,app,boleto,BR,AR,0
TX000173,CL4770,143.53,2025-06-01 06:00:57,web,débito,BR,RU,0
TX000174,CL4608,51.36,2025-05-17 07:06:17,app,PIX,BR,BR,0
TX000175,CL1117,207.22,2025-04-18 02:04:04,app,boleto,BR,AR,0
TX000176,CL2163,38.32,2025-05-17 13:28:45,app,débito,BR,CN,0
TX000177,CL1964,234.84,2025-04-25 17:18:09,web,saque,BR,RU,0
TX000178,CL4750,97.79,2025-05-05 13:59:54,app,crédito,BR,RU,0
TX000179,CL2104,552.07,2025-05-03 01:40:53,web,débito,BR,US,0
TX000180,CL1514,29.59,2025-05-02 03:00:09,web,crédito,BR,RU,0
TX000181,CL6413,83.43,2025-05-04 04:42:38,web,crédito,BR,AR,0
TX000182,CL2160,24.09,2025-05-04 11:05:33,app,transferência,BR,RU,0
TX000183,CL9423,517.24,2025-06-12 12:33:26,app,PIX,US,AR,0
TX000184,CL4899,419.67,2025-05-30 18:06:51,app,débito,US,NG,0
TX000185,CL5562,59.67,2025-06-08 11:01:10,web,PIX,BR,NG,0
TX000186,CL8953,215.75,2025-04-26 00:50:46,app,crédito,BR,CN,0
TX000187,CL4510,-339.9,2025-06-15 06:28:23,presencial,transferência,BR,BR,0
TX000188,CL9834,162.03,2025-06-02 12:18:12,presencial,PIX,US,BR,0
TX000189,CL3167,150.86,2025-06-09 05:24:08,app,boleto,BR,US,0
TX000190,CL8744,55.38,2025-06-08 04:21:38,app,crédito,BR,CN,0
TX000191,CL4981,19.55,2025-05-18 22:34:14,web,boleto,BR,BR,0
TX000192,CL8749,455.02,2025-05-13 23:54:52,app,saque,US,RU,0
TX000193,CL7669,461.35,2025-05-26 21:11:54,app,PIX,BR,AR,0
TX000194,CL4119,200.53,2025-05-05 03:55:32,presencial,PIX,BR,CN,0
TX000195,CL2545,82.81,2025-04-27 10:08:42,app,PIX,BR,AR,0
TX000196,CL2588,85.91,2025-05-31 18:26:39,presencial,saque,BR,US,0
TX000197,CL8062,258.89,2025-04-27 02:01:12,web,débito,BR,RU,0
TX000198,CL6804,454.82,2025-06-02 03:33:48,web,crédito,BR,CN,0
TX000199,CL7939,436.23,2025-04-28 00:56:59,app,crédito,BR,RU,0
TX000200,CL7735,302.71,2025-06-01 21:56:10,app,crédito,BR,RU,0
TX000201,CL8651,205.46,2025-06-03 18:19:20,web,débito,BR,RU,0
TX000202,CL1887,17.58,2025-04-29 10:50:03,app,PIX,BR,US,0
TX000203,CL2612,35.26,2025-04-17 23:53:31,app,PIX,BR,NG,0
TX000204,CL1993,457.65,2025-05-10 08:31:53,app,saque,BR,US,0
TX000205,CL7596,186.5,2025-05-12 10:43:59,app,boleto,BR,RU,0
TX000206,CL6559,1.85,2025-06-13 21:24:48,app,débito,BR,NG,0
TX000207,CL2790,,2025-04-21 09:37:06,web,transferência,BR,CN,1
TX000208,CL5073,217.83,2025-04-22 08:14:11,app,débito,BR,AR,0
TX000209,CL4139,1.01,2025-05-11 20:47:45,app,saque,BR,AR,0
TX000210,CL4116,35.06,2025-06-12 01:16:23,web,boleto,CN,AR,0
TX000211,CL9786,159.14,2025-05-23 21:00:28,presencial,boleto,BR,US,0
TX000212,CL8350,235.46,2025-05-20 13:29:09,app,boleto,BR,CN,0
TX000213,CL3296,211.09,2025-04-28 00:32:51,app,PIX,BR,CN,1
TX000214,CL7912,50.79,2025-05-25 11:20:14,web,transferência,BR,NG,0
TX000215,CL4006,249.08,2025-05-09 02:23:47,presencial,boleto,BR,CN,0
TX000216,CL5563,54.16,2025-06-13 04:03:07,web,crédito,BR,AR,0
TX000217,CL8579,78.73,2025-06-04 04:05:28,web,PIX,BR,CN,0
TX000218,CL5092,274.47,2025-04-26 05:18:23,app,transferência,BR,NG,0
TX000219,CL2235,209.75,2025-05-09 17:58:06,web,crédito,BR,CN,0
TX000220,CL8260,378.39,2025-05-07 20:47:11,,transferência,BR,CN,0
TX000221,CL2604,214.36,2025-06-10 11:32:59,web,saque,BR,AR,0
TX000222,CL1828,168.01,2025-05-10 18:13:35,web,transferência,BR,CN,0
TX000223,CL9856,19.67,2025-05-09 14:42:12,presencial,crédito,BR,US,0
TX000224,CL1241,91.68,2025-05-08 08:22:30,app,débito,BR,NG,0
TX000225,CL2528,61.63,2025-06-13 11:38:32,app,transferência,BR,NG,0
TX000226,CL4872,55.94,2025-06-04 17:18:47,web,débito,BR,NG,0
TX000227,CL3724,722.46,2025-06-13 15:52:40,web,transferência,AR,CN,0
TX000228,CL7658,99.88,2025-05-18 19:01:50,web,saque,AR,US,0
TX000229,CL8956,445.21,2025-06-13 12:13:30,app,crédito,US,RU,0
TX000230,CL8886,199.47,2025-06-11 10:44:42,app,transferência,AR,RU,0
TX000231,CL4502,316.77,2025-06-15 18:50:33,web,boleto,BR,NG,0
TX000232,CL7570,139.69,2025-05-31 14:45:40,app,saque,BR,BR,0
TX000233,CL1960,172.03,2025-06-15 07:50:48,presencial,boleto,BR,RU,0
TX000234,CL3697,135.66,2025-06-11 17:07:55,app,saque,BR,RU,0
TX000235,CL7209,43.44,2025-04-28 04:20:18,web,saque,BR,AR,0
TX000236,CL1035,256.35,2025-04-27 17:04:36,web,transferência,BR,BR,0
TX000237,CL7396,65.92,2025-05-25 00:19:35,web,crédito,US,BR,0
TX000238,CL5345,4.92,2025-05-13 07:59:18,app,crédito,BR,NG,0
TX000239,CL8454,207.39,2025-06-12 04:51:26,presencial,PIX,US,BR,0
TX000240,CL5673,38.99,2025-04-18 22:22:19,app,crédito,BR,BR,0
TX000241,CL7930,564.22,2025-06-09 23:12:53,web,débito,BR,RU,0
TX000242,CL8973,615.51,2025-05-28 10:19:55,app,transferência,BR,US,0
TX000243,CL3536,492.7,2025-04-21 13:39:44,app,boleto,BR,AR,0
TX000244,CL4111,92.46,2025-06-13 01:08:56,app,crédito,BR,CN,0
TX000245,CL5861,3.12,2025-05-14 20:45:46,app,boleto,BR,NG,0
TX000246,CL4566,527.1,2025-06-10 06:36:10,presencial,PIX,BR,RU,0
TX000247,CL1958,111.79,2025-04-17 21:51:51,app,transferência,BR,RU,0
TX000248,CL9883,680.17,2025-06-12 09:46:53,web,crédito,BR,NG,0
TX000249,CL1998,662.75,2025-05-19 08:22:23,presencial,boleto,AR,BR,0
TX000250,CL6138,383.48,2025-06-07 04:07:46,app,saque,BR,CN,0
TX000251,CL1936,69.76,2025-06-11 23:39:20,web,crédito,BR,RU,0
TX000252,CL1821,,2025-05-16 12:18:54,app,PIX,BR,CN,0
TX000253,CL8811,380.95,2025-04-22 15:46:15,app,saque,BR,CN,0
TX000254,CL9238,76.23,2025-05-25 04:46:59,app,boleto,BR,NG,0
TX000255,CL9701,37.14,2025-06-14 21:03:36,presencial,boleto,BR,NG,0
TX000256,CL3579,,2025-04-22 01:29:34,app,transferência,US,RU,0
TX000257,CL1931,550.26,2025-05-22 04:29:31,web,transferência,BR,RU,0
TX000258,CL9320,238.17,2025-05-30 17:20:14,web,boleto,AR,RU,0
TX000259,CL2312,168.82,2025-06-16 02:58:54,presencial,saque,BR,US,0
TX000260,CL4044,20.45,2025-04-23 00:50:30,app,transferência,BR,NG,0
TX000261,CL2122,190.91,2025-05-05 14:19:47,web,boleto,BR,NG,0
TX000262,CL2113,922.11,2025-05-20 23:45:15,web,saque,BR,US,0
TX000263,CL4853,30.18,2025-04-28 10:04:31,web,débito,BR,NG,0
TX000264,CL7615,146.1,2025-05-16 13:02:38,presencial,crédito,BR,BR,0
TX000265,CL2964,419.72,2025-05-17 20:43:14,presencial,débito,BR,BR,0
TX000266,CL5033,270.01,2025-04-21 21:08:29,app,débito,BR,US,0
TX000267,CL1651,238.81,2025-05-17 12:22:52,app,crédito,BR,RU,0
TX000268,CL2343,242.46,2025-05-07 01:29:49,app,boleto,BR,US,0
TX000269,CL7868,89.1,2025-05-25 15:02:54,app,boleto,BR,BR,0
TX000270,CL9565,69.51,2025-06-03 03:53:43,app,transferência,BR,CN,0
TX000271,CL6183,331.47,2025-05-19 15:01:01,app,PIX,BR,NG,0
TX000272,CL5272,332.27,2025-05-08 13:40:14,app,boleto,BR,AR,0
TX000273,CL4346,403.59,2025-05-01 05:27:33,presencial,crédito,BR,AR,0
TX000274,CL6147,488.92,2025-04-23 21:55:57,app,PIX,US,US,0
TX000275,CL4910,143.22,2025-05-11 11:45:41,presencial,crédito,BR,AR,1
TX000276,CL5351,139.24,2025-06-09 12:44:08,app,crédito,BR,CN,0
TX000277,CL7484,320.19,2025-04-29 08:39:14,web,crédito,BR,AR,0
TX000278,CL3144,209.94,2025-05-06 06:02:15,presencial,PIX,BR,BR,0
TX000279,CL5915,242.11,2025-04-18 05:28:00,app,débito,RU,US,0
TX000280,CL8491,317.72,2025-04-20 09:50:48,app,saque,BR,RU,1
TX000281,CL6180,,2025-05-11 18:21:13,app,crédito,BR,AR,0
TX000282,CL2188,82.5,2025-06-06 05:04:25,app,transferência,BR,NG,0
TX000283,CL1152,94.19,2025-05-09 13:47:53,presencial,boleto,BR,US,0
TX000284,CL8508,19.74,2025-04-30 04:09:15,presencial,saque,BR,CN,0
TX000285,CL2638,172.68,2025-04-23 08:54:36,app,boleto,CN,BR,0
TX000286,CL2200,7.32,2025-04-30 03:51:44,app,boleto,AR,AR,0
TX000287,CL9808,125.32,2025-04-28 21:46:42,app,PIX,BR,BR,0
TX000288,CL4492,156.46,2025-05-25 17:55:15,app,transferência,BR,CN,0
TX000289,CL9288,67.53,2025-05-26 18:15:03,web,transferência,BR,RU,0
TX000290,CL5345,178.73,2025-05-02 06:49:12,app,saque,BR,AR,0
TX000291,CL3170,6.2,2025-05-26 15:43:18,web,transferência,BR,RU,0
TX000292,CL6718,7.61,2025-05-12 14:47:46,app,transferência,BR,RU,0
TX000293,CL2127,345.87,2025-04-20 23:29:22,app,transferência,BR,US,0
TX000294,CL5002,89.32,2025-05-31 01:14:51,web,saque,BR,RU,0
TX000295,CL7054,27.18,2025-04-26 17:05:49,app,débito,BR,US,0
TX000296,CL5669,147.73,2025-05-01 21:47:00,presencial,transferência,NG,RU,0
TX000297,CL3584,293.93,2025-05-09 05:21:16,presencial,transferência,BR,NG,1
TX000298,CL8179,48.62,2025-05-21 05:39:33,app,PIX,AR,CN,0
TX000299,CL9900,195.04,2025-05-10 12:38:57,app,PIX,BR,AR,0
TX000300,CL5956,17.84,2025-06-15 05:13:48,presencial,transferência,BR,BR,0
TX000301,CL9666,10.61,2025-06-08 08:04:13,presencial,débito,BR,BR,0
TX000302,CL1128,151.58,2025-05-26 03:19:30,presencial,transferência,BR,AR,0
TX000303,CL5905,155.58,2025-05-25 17:42:57,app,transferência,BR,CN,0
TX000304,CL2697,202.91,2025-04-27 14:28:40,presencial,transferência,US,CN,0
TX000305,CL3200,258.99,2025-06-03 04:24:18,app,crédito,BR,RU,0
TX000306,CL5333,744.71,2025-06-07 20:07:14,web,débito,BR,BR,0
TX000307,CL2891,145.26,2025-04-18 04:01:33,presencial,boleto,BR,AR,0
TX000308,CL2753,78.0,2025-04-21 05:12:00,app,transferência,AR,RU,0
TX000309,CL3546,317.13,2025-06-16 00:02:16,presencial,boleto,BR,AR,0
TX000310,CL5462,63.17,2025-06-02 06:58:34,app,débito,BR,BR,0
TX000311,CL5616,115.6,2025-04-29 18:19:23,presencial,transferência,AR,AR,0
TX000312,CL4450,16.34,2025-04-18 18:53:24,app,boleto,BR,AR,0
TX000313,CL6617,5.14,2025-05-14 22:08:24,presencial,saque,BR,RU,0
TX000314,CL4335,657.48,2025-05-14 23:25:32,app,boleto,BR,US,0
TX000315,CL5325,361.55,2025-06-08 15:28:36,web,débito,BR,US,0
TX000316,CL9280,238.13,2025-05-29 22:43:37,web,transferência,AR,NG,0
TX000317,CL9004,105.17,2025-06-05 15:43:06,app,crédito,BR,RU,0
TX000318,CL5114,38.06,2025-05-20 14:28:16,app,débito,BR,NG,0
TX000319,CL1832,34.02,2025-06-06 14:28:49,web,crédito,AR,CN,0
TX000320,CL2512,57.6,2025-05-30 00:33:34,app,transferência,BR,US,1
TX000321,CL7939,159.36,2025-06-11 15:16:29,web,boleto,CN,US,0
TX000322,CL5533,250.77,2025-04-18 02:34:16,app,saque,BR,US,0
TX000323,CL1722,215.88,2025-05-27 06:21:47,presencial,saque,BR,US,0
TX000324,CL1058,65.68,2025-05-03 04:40:43,app,débito,BR,CN,0
TX000325,CL6464,619.62,2025-05-18 10:35:49,app,débito,CN,BR,1
TX000326,CL3143,267.8,2025-05-01 13:42:44,app,débito,BR,CN,0
TX000327,CL5291,161.65,2025-05-14 19:28:48,,PIX,CN,BR,0
TX000328,CL3647,189.21,2025-05-05 03:11:41,app,saque,BR,NG,0
TX000329,CL8239,108.81,2025-04-30 06:15:07,app,saque,BR,US,0
TX000330,CL8007,56.93,2025-05-26 06:41:24,presencial,transferência,BR,RU,0
TX000331,CL1158,88.0,2025-05-14 13:43:08,web,PIX,BR,RU,0
TX000332,CL2832,283.64,2025-06-03 06:26:55,web,débito,BR,BR,0
TX000333,CL2232,2.9,2025-06-15 09:08:26,app,débito,CN,CN,0
TX000334,CL3442,24.68,2025-05-21 07:44:10,web,crédito,BR,BR,0
TX000335,CL9938,9.42,2025-04-27 04:39:22,app,PIX,BR,AR,0
TX000336,CL1590,8.32,2025-05-15 13:06:00,web,boleto,NG,NG,0
TX000337,CL7049,386.84,2025-06-10 16:44:20,app,saque,BR,NG,0
TX000338,CL3426,243.25,2025-04-25 22:35:38,app,transferência,AR,US,0
TX000339,CL8041,128.56,2025-05-27 01:38:29,app,boleto,BR,US,0
TX000340,CL3088,20.59,2025-06-01 20:43:40,presencial,boleto,BR,CN,0
